,Pais,Sexo,Edad,Causa de Muerte,Cantidad
1128,0,1,8,33,1938
1129,0,1,8,34,3278
1130,0,1,8,35,3733
1131,0,1,8,36,288
1132,0,1,8,37,13115
1133,0,1,8,38,3
1134,0,1,8,39,7219
1135,0,1,8,40,924
1136,0,1,8,41,2043
1137,0,1,8,42,76
1138,0,1,8,43,224
1139,0,1,8,44,164
1140,0,1,8,45,2585
1141,0,1,8,46,1458
1142,0,1,8,48,0
1143,0,1,8,49,6
1144,0,1,8,50,3561
1145,0,1,8,51,869
1146,0,1,8,52,575
1147,0,1,8,53,51
1148,0,1,8,54,56
1149,0,1,8,55,2
1150,0,1,8,56,11
1151,0,1,8,57,8
1152,0,1,8,58,9
1153,0,1,8,59,17
1154,0,1,8,60,1093
1155,0,1,8,61,63
1156,0,1,8,62,0
1157,0,1,8,63,0
1158,0,1,9,0,1104
1159,0,1,9,1,64
1160,0,1,9,2,5
1161,0,1,9,3,0
1162,0,1,9,4,0
1163,0,1,9,5,0
1164,0,1,9,6,0
1165,0,1,9,7,992
1166,0,1,9,8,0
1167,0,1,9,9,0
1168,0,1,9,10,2
1169,0,1,9,11,1
1170,0,1,9,12,0
1171,0,1,9,13,1782
1172,0,1,9,14,1688
1173,0,1,9,15,24
1174,0,1,9,16,42
1175,0,1,9,17,57
1176,0,1,9,18,273
1177,0,1,9,19,43
1178,0,1,9,20,126
1179,0,1,9,21,110
1180,0,1,9,23,87
1181,0,1,9,24,148
1182,0,1,9,25,133
1183,0,1,9,26,1037
1184,0,1,9,27,434
1185,0,1,9,28,120
1186,0,1,9,29,502
1187,0,1,9,30,504
1188,0,1,9,31,11991
1189,0,1,9,32,17
1190,0,1,9,33,1432
1191,0,1,9,34,2058
1192,0,1,9,35,1702
1193,0,1,9,36,217
1194,0,1,9,37,9174
1195,0,1,9,38,8
1196,0,1,9,39,5316
1197,0,1,9,40,362
1198,0,1,9,41,893
1199,0,1,9,42,29
1200,0,1,9,43,57
1201,0,1,9,44,80
1202,0,1,9,45,1524
1203,0,1,9,46,786
1204,0,1,9,48,0
1205,0,1,9,49,2
1206,0,1,9,50,2503
1207,0,1,9,51,463
1208,0,1,9,52,374
1209,0,1,9,53,8
1210,0,1,9,54,25
1211,0,1,9,55,0
1212,0,1,9,56,4
1213,0,1,9,57,1
1214,0,1,9,58,1
1215,0,1,9,59,0
1216,0,1,9,60,387
1217,0,1,9,61,18
1218,0,1,9,62,0
1219,0,1,9,63,0
1220,1,0,0,0,17
1221,1,0,0,1,1
1222,1,0,0,2,0
1223,1,0,0,3,0
1224,1,0,0,4,0
1225,1,0,0,5,3
1226,1,0,0,6,3
1227,1,0,0,7,7
1228,1,0,0,8,0
1229,1,0,0,9,0
1230,1,0,0,10,0
1231,1,0,0,11,0
1232,1,0,0,12,0
1233,1,0,0,13,31
1234,1,0,0,14,24
1235,1,0,0,15,0
1236,1,0,0,16,0
1237,1,0,0,17,0
1238,1,0,0,18,0
1239,1,0,0,19,4
1240,1,0,0,20,0
1241,1,0,0,21,0
1242,1,0,0,22,0
1243,1,0,0,23,8
1244,1,0,0,24,7
1245,1,0,0,25,2
1246,1,0,0,26,16
1247,1,0,0,27,0
1248,1,0,0,28,1
1249,1,0,0,29,0
1250,1,0,0,30,38
1251,1,0,0,31,14
1252,1,0,0,32,0
1253,1,0,0,33,0
1254,1,0,0,34,0
1255,1,0,0,35,2
1256,1,0,0,36,0
1257,1,0,0,37,28
1258,1,0,0,38,2
1259,1,0,0,39,13
1260,1,0,0,40,3
1261,1,0,0,41,7
1262,1,0,0,42,0
1263,1,0,0,43,0
1264,1,0,0,44,1
1265,1,0,0,45,3
1266,1,0,0,46,2
1267,1,0,0,47,0
1268,1,0,0,48,390
1269,1,0,0,49,342
1270,1,0,0,50,58
1271,1,0,0,51,69
1272,1,0,0,52,61
1273,1,0,0,53,22
1274,1,0,0,54,1
1275,1,0,0,55,14
1276,1,0,0,56,8
1277,1,0,0,57,0
1278,1,0,0,58,0
1279,1,0,0,59,6
1280,1,0,1,0,3
1281,1,0,1,1,1
1282,1,0,1,2,0
1283,1,0,1,3,0
1284,1,0,1,4,0
1285,1,0,1,5,0
1286,1,0,1,6,1
1287,1,0,1,7,1
1288,1,0,1,8,0
1289,1,0,1,9,0
1290,1,0,1,10,0
1291,1,0,1,11,0
1292,1,0,1,12,0
1293,1,0,1,13,66
1294,1,0,1,14,60
1295,1,0,1,15,0
1296,1,0,1,16,0
1297,1,0,1,17,0
1298,1,0,1,18,1
1299,1,0,1,19,1
1300,1,0,1,20,0
1301,1,0,1,21,2
1302,1,0,1,22,0
1303,1,0,1,23,23
1304,1,0,1,24,4
1305,1,0,1,25,1
1306,1,0,1,26,4
1307,1,0,1,27,0
1308,1,0,1,28,0
1309,1,0,1,29,0
1310,1,0,1,30,48
1311,1,0,1,31,16
1312,1,0,1,32,1
1313,1,0,1,33,0
1314,1,0,1,34,1
1315,1,0,1,35,4
1316,1,0,1,36,1
1317,1,0,1,37,17
1318,1,0,1,38,0
1319,1,0,1,39,3
1320,1,0,1,40,1
1321,1,0,1,41,4
1322,1,0,1,42,0
1323,1,0,1,43,0
1324,1,0,1,44,2
1325,1,0,1,45,3
1326,1,0,1,46,2
1327,1,0,1,47,0
1328,1,0,1,48,2
1329,1,0,1,49,18
1330,1,0,1,50,22
1331,1,0,1,51,267
1332,1,0,1,52,160
1333,1,0,1,53,84
1334,1,0,1,54,5
1335,1,0,1,55,17
1336,1,0,1,56,6
1337,1,0,1,57,4
1338,1,0,1,58,64
1339,1,0,1,59,42
1340,1,0,2,0,72
1341,1,0,2,1,3
1342,1,0,2,2,6
1343,1,0,2,3,0
1344,1,0,2,4,0
1345,1,0,2,5,0
1346,1,0,2,6,1
1347,1,0,2,7,8
1348,1,0,2,8,0
1349,1,0,2,9,0
1350,1,0,2,10,0
1351,1,0,2,11,48
1352,1,0,2,12,0
1353,1,0,2,13,136
1354,1,0,2,14,118
1355,1,0,2,15,0
1356,1,0,2,16,0
1357,1,0,2,17,4
1358,1,0,2,18,9
1359,1,0,2,19,1
1360,1,0,2,20,0
1361,1,0,2,21,7
1362,1,0,2,22,0
1363,1,0,2,23,33
1364,1,0,2,24,6
1365,1,0,2,25,4
1366,1,0,2,26,10
1367,1,0,2,27,3
1368,1,0,2,28,2
1369,1,0,2,29,2
1370,1,0,2,30,61
1371,1,0,2,31,41
1372,1,0,2,32,0
1373,1,0,2,33,2
1374,1,0,2,34,12
1375,1,0,2,35,12
1376,1,0,2,36,1
1377,1,0,2,37,29
1378,1,0,2,38,0
1379,1,0,2,39,6
1380,1,0,2,40,1
1381,1,0,2,41,27
1382,1,0,2,42,2
1383,1,0,2,43,12
1384,1,0,2,44,2
1385,1,0,2,45,6
1386,1,0,2,46,5
1387,1,0,2,47,0
1388,1,0,2,48,1
1389,1,0,2,49,16
1390,1,0,2,50,62
1391,1,0,2,51,984
1392,1,0,2,52,496
1393,1,0,2,53,271
1394,1,0,2,54,25
1395,1,0,2,55,33
1396,1,0,2,56,11
1397,1,0,2,57,12
1398,1,0,2,58,326
1399,1,0,2,59,155
1400,1,0,3,0,114
1401,1,0,3,1,0
1402,1,0,3,2,10
1403,1,0,3,3,0
1404,1,0,3,4,0
1405,1,0,3,5,0
1406,1,0,3,6,0
1407,1,0,3,7,3
1408,1,0,3,8,0
1409,1,0,3,9,0
1410,1,0,3,10,1
1411,1,0,3,11,87
1412,1,0,3,12,0
1413,1,0,3,13,196
1414,1,0,3,14,186
1415,1,0,3,15,2
1416,1,0,3,16,0
1417,1,0,3,17,13
1418,1,0,3,18,25
1419,1,0,3,19,5
1420,1,0,3,20,6
1421,1,0,3,21,8
1422,1,0,3,22,0
1423,1,0,3,23,47
1424,1,0,3,24,5
1425,1,0,3,25,1
1426,1,0,3,26,36
1427,1,0,3,27,20
1428,1,0,3,28,2
1429,1,0,3,29,4
1430,1,0,3,30,43
1431,1,0,3,31,156
1432,1,0,3,32,2
1433,1,0,3,33,10
1434,1,0,3,34,62
1435,1,0,3,35,41
1436,1,0,3,36,6
1437,1,0,3,37,63
1438,1,0,3,38,1
1439,1,0,3,39,24
1440,1,0,3,40,4
1441,1,0,3,41,110
1442,1,0,3,42,5
1443,1,0,3,43,79
1444,1,0,3,44,4
1445,1,0,3,45,9
1446,1,0,3,46,8
1447,1,0,3,47,0
1448,1,0,3,48,1
1449,1,0,3,49,11
1450,1,0,3,50,70
1451,1,0,3,51,939
1452,1,0,3,52,491
1453,1,0,3,53,226
1454,1,0,3,54,31
1455,1,0,3,55,37
1456,1,0,3,56,24
1457,1,0,3,57,25
1458,1,0,3,58,299
1459,1,0,3,59,141
1460,1,0,4,0,173
1461,1,0,4,1,2
1462,1,0,4,2,17
1463,1,0,4,3,0
1464,1,0,4,4,0
1465,1,0,4,5,0
1466,1,0,4,6,1
1467,1,0,4,7,6
1468,1,0,4,8,0
1469,1,0,4,9,0
1470,1,0,4,10,4
1471,1,0,4,11,122
1472,1,0,4,12,0
1473,1,0,4,13,458
1474,1,0,4,14,434
1475,1,0,4,15,6
1476,1,0,4,16,3
1477,1,0,4,17,81
1478,1,0,4,18,63
1479,1,0,4,19,13
1480,1,0,4,20,18
1481,1,0,4,21,32
1482,1,0,4,22,6
1483,1,0,4,23,52
1484,1,0,4,24,11
1485,1,0,4,25,4
1486,1,0,4,26,63
1487,1,0,4,27,45
1488,1,0,4,28,4
1489,1,0,4,29,27
1490,1,0,4,30,86
1491,1,0,4,31,542
1492,1,0,4,32,1
1493,1,0,4,33,42
1494,1,0,4,34,240
1495,1,0,4,35,149
1496,1,0,4,36,19
1497,1,0,4,37,155
1498,1,0,4,38,1
1499,1,0,4,39,58
1500,1,0,4,40,9
1501,1,0,4,41,464
1502,1,0,4,42,10
1503,1,0,4,43,379
1504,1,0,4,44,15
1505,1,0,4,45,24
1506,1,0,4,46,20
1507,1,0,4,47,0
1508,1,0,4,48,0
1509,1,0,4,49,14
1510,1,0,4,50,119
1511,1,0,4,51,894
1512,1,0,4,52,517
1513,1,0,4,53,235
1514,1,0,4,54,31
1515,1,0,4,55,40
1516,1,0,4,56,21
1517,1,0,4,57,22
1518,1,0,4,58,293
1519,1,0,4,59,82
1520,1,0,5,0,211
1521,1,0,5,1,5
1522,1,0,5,2,38
1523,1,0,5,3,0
1524,1,0,5,4,0
1525,1,0,5,5,0
1526,1,0,5,6,3
1527,1,0,5,7,17
1528,1,0,5,8,0
1529,1,0,5,9,0
1530,1,0,5,10,10
1531,1,0,5,11,92
1532,1,0,5,12,0
1533,1,0,5,13,1581
1534,1,0,5,14,1508
1535,1,0,5,15,23
1536,1,0,5,16,32
1537,1,0,5,17,282
1538,1,0,5,18,165
1539,1,0,5,19,84
1540,1,0,5,20,106
1541,1,0,5,21,200
1542,1,0,5,22,62
1543,1,0,5,23,129
1544,1,0,5,24,22
1545,1,0,5,25,15
1546,1,0,5,26,240
1547,1,0,5,27,202
1548,1,0,5,28,11
1549,1,0,5,29,58
1550,1,0,5,30,130
1551,1,0,5,31,1549
1552,1,0,5,32,6
1553,1,0,5,33,169
1554,1,0,5,34,731
1555,1,0,5,35,346
1556,1,0,5,36,69
1557,1,0,5,37,339
1558,1,0,5,38,0
1559,1,0,5,39,107
1560,1,0,5,40,69
1561,1,0,5,41,1032
1562,1,0,5,42,14
1563,1,0,5,43,880
1564,1,0,5,44,21
1565,1,0,5,45,91
1566,1,0,5,46,70
1567,1,0,5,47,0
1568,1,0,5,48,0
1569,1,0,5,49,13
1570,1,0,5,50,160
1571,1,0,5,51,917
1572,1,0,5,52,596
1573,1,0,5,53,253
1574,1,0,5,54,53
1575,1,0,5,55,43
1576,1,0,5,56,34
1577,1,0,5,57,27
1578,1,0,5,58,267
1579,1,0,5,59,38
1580,1,0,6,0,208
1581,1,0,6,1,16
1582,1,0,6,2,34
1583,1,0,6,3,0
1584,1,0,6,4,0
1585,1,0,6,5,0
1586,1,0,6,6,1
1587,1,0,6,7,54
1588,1,0,6,8,0
1589,1,0,6,9,0
1590,1,0,6,10,6
1591,1,0,6,11,35
1592,1,0,6,12,0
1593,1,0,6,13,3207
1594,1,0,6,14,3077
1595,1,0,6,15,42
1596,1,0,6,16,94
1597,1,0,6,17,533
1598,1,0,6,18,272
1599,1,0,6,19,189
1600,1,0,6,20,166
1601,1,0,6,21,550
1602,1,0,6,22,296
1603,1,0,6,23,256
1604,1,0,6,24,29
1605,1,0,6,25,21
1606,1,0,6,26,508
1607,1,0,6,27,445
1608,1,0,6,28,15
1609,1,0,6,29,68
1610,1,0,6,30,175
1611,1,0,6,31,2575
1612,1,0,6,32,7
1613,1,0,6,33,304
1614,1,0,6,34,1158
1615,1,0,6,35,655
1616,1,0,6,36,107
1617,1,0,6,37,651
1618,1,0,6,38,4
1619,1,0,6,39,152
1620,1,0,6,40,193
1621,1,0,6,41,1167
1622,1,0,6,42,20
1623,1,0,6,43,906
1624,1,0,6,44,40
1625,1,0,6,45,218
1626,1,0,6,46,166
1627,1,0,6,47,2
1628,1,0,6,48,0
1629,1,0,6,49,9
1630,1,0,6,50,163
1631,1,0,6,51,685
1632,1,0,6,52,485
1633,1,0,6,53,199
1634,1,0,6,54,50
1635,1,0,6,55,43
1636,1,0,6,56,34
1637,1,0,6,57,13
1638,1,0,6,58,164
1639,1,0,6,59,19
1640,1,0,7,0,226
1641,1,0,7,1,28
1642,1,0,7,2,22
1643,1,0,7,3,1
1644,1,0,7,4,0
1645,1,0,7,5,0
1646,1,0,7,6,1
1647,1,0,7,7,94
1648,1,0,7,8,0
1649,1,0,7,9,0
1650,1,0,7,10,4
1651,1,0,7,11,16
1652,1,0,7,12,0
1653,1,0,7,13,4447
1654,1,0,7,14,4263
1655,1,0,7,15,35
1656,1,0,7,16,152
1657,1,0,7,17,721
1658,1,0,7,18,398
1659,1,0,7,19,224
1660,1,0,7,20,216
1661,1,0,7,21,673
1662,1,0,7,22,661
1663,1,0,7,23,306
1664,1,0,7,24,55
1665,1,0,7,25,37
1666,1,0,7,26,824
1667,1,0,7,27,712
1668,1,0,7,28,57
1669,1,0,7,29,149
1670,1,0,7,30,412
1671,1,0,7,31,3786
1672,1,0,7,32,5
1673,1,0,7,33,577
1674,1,0,7,34,1339
1675,1,0,7,35,1138
1676,1,0,7,36,167
1677,1,0,7,37,1309
1678,1,0,7,38,9
1679,1,0,7,39,351
1680,1,0,7,40,430
1681,1,0,7,41,1023
1682,1,0,7,42,40
1683,1,0,7,43,581
1684,1,0,7,44,44
1685,1,0,7,45,457
1686,1,0,7,46,328
1687,1,0,7,47,10
1688,1,0,7,48,0
1689,1,0,7,49,5
1690,1,0,7,50,215
1691,1,0,7,51,564
1692,1,0,7,52,426
1693,1,0,7,53,130
1694,1,0,7,54,63
1695,1,0,7,55,24
1696,1,0,7,56,35
1697,1,0,7,57,12
1698,1,0,7,58,100
1699,1,0,7,59,11
1700,1,0,8,0,208
1701,1,0,8,1,35
1702,1,0,8,2,21
1703,1,0,8,3,0
1704,1,0,8,4,0
1705,1,0,8,5,0
1706,1,0,8,6,0
1707,1,0,8,7,82
1708,1,0,8,8,0
1709,1,0,8,9,0
1710,1,0,8,10,3
1711,1,0,8,11,1
1712,1,0,8,12,0
1713,1,0,8,13,3464
1714,1,0,8,14,3282
1715,1,0,8,15,35
1716,1,0,8,16,101
1717,1,0,8,17,503
1718,1,0,8,18,312
1719,1,0,8,19,117
1720,1,0,8,20,121
1721,1,0,8,21,372
1722,1,0,8,22,840
1723,1,0,8,23,228
1724,1,0,8,24,65
1725,1,0,8,25,51
1726,1,0,8,26,838
1727,1,0,8,27,699
1728,1,0,8,28,66
1729,1,0,8,29,302
1730,1,0,8,30,587
1731,1,0,8,31,4212
1732,1,0,8,32,6
1733,1,0,8,33,986
1734,1,0,8,34,1098
1735,1,0,8,35,1316
1736,1,0,8,36,132
1737,1,0,8,37,1860
1738,1,0,8,38,6
1739,1,0,8,39,586
1740,1,0,8,40,711
1741,1,0,8,41,684
1742,1,0,8,42,29
1743,1,0,8,43,216
1744,1,0,8,44,37
1745,1,0,8,45,622
1746,1,0,8,46,403
1747,1,0,8,47,25
1748,1,0,8,48,0
1749,1,0,8,49,4
1750,1,0,8,50,294
1751,1,0,8,51,321
1752,1,0,8,52,249
1753,1,0,8,53,41
1754,1,0,8,54,85
1755,1,0,8,55,4
1756,1,0,8,56,19
1757,1,0,8,57,2
1758,1,0,8,58,47
1759,1,0,8,59,3
1760,1,0,9,0,47
1761,1,0,9,1,11
1762,1,0,9,2,3
1763,1,0,9,3,0
1764,1,0,9,4,0
1765,1,0,9,5,0
1766,1,0,9,6,0
1767,1,0,9,7,21
1768,1,0,9,8,0
1769,1,0,9,9,0
1770,1,0,9,10,0
1771,1,0,9,11,0
1772,1,0,9,12,0
1773,1,0,9,13,757
1774,1,0,9,14,717
1775,1,0,9,15,5
1776,1,0,9,16,18
1777,1,0,9,17,54
1778,1,0,9,18,57
1779,1,0,9,19,11
1780,1,0,9,20,16
1781,1,0,9,21,53
1782,1,0,9,22,320
1783,1,0,9,23,38
1784,1,0,9,24,36
1785,1,0,9,25,34
1786,1,0,9,26,272
1787,1,0,9,27,204
1788,1,0,9,28,41
1789,1,0,9,29,193
1790,1,0,9,30,190
1791,1,0,9,31,1542
1792,1,0,9,32,1
1793,1,0,9,33,486
1794,1,0,9,34,335
1795,1,0,9,35,400
1796,1,0,9,36,47
1797,1,0,9,37,904
1798,1,0,9,38,2
1799,1,0,9,39,350
1800,1,0,9,40,330
1801,1,0,9,41,179
1802,1,0,9,42,7
1803,1,0,9,43,28
1804,1,0,9,44,24
1805,1,0,9,45,254
1806,1,0,9,46,151
1807,1,0,9,47,24
1808,1,0,9,48,0
1809,1,0,9,49,0
1810,1,0,9,50,179
1811,1,0,9,51,109
1812,1,0,9,52,96
1813,1,0,9,53,6
1814,1,0,9,54,56
1815,1,0,9,55,1
1816,1,0,9,56,10
1817,1,0,9,57,0
1818,1,0,9,58,10
1819,1,0,9,59,2
1820,1,1,0,0,19
1821,1,1,0,1,1
1822,1,1,0,2,0
1823,1,1,0,3,0
1824,1,1,0,4,0
1825,1,1,0,5,6
1826,1,1,0,6,1
1827,1,1,0,7,7
1828,1,1,0,8,0
1829,1,1,0,9,0
1830,1,1,0,10,0
1831,1,1,0,11,0
1832,1,1,0,12,0
1833,1,1,0,13,43
1834,1,1,0,14,32
1835,1,1,0,15,0
1836,1,1,0,16,0
1837,1,1,0,17,0
1838,1,1,0,18,0
1839,1,1,0,19,1
1840,1,1,0,20,0
1841,1,1,0,21,0
1842,1,1,0,23,10
1843,1,1,0,24,5
1844,1,1,0,25,2
1845,1,1,0,26,8
1846,1,1,0,27,0
1847,1,1,0,28,0
1848,1,1,0,29,1
1849,1,1,0,30,36
1850,1,1,0,31,15
1851,1,1,0,32,0
1852,1,1,0,33,0
1853,1,1,0,34,0
1854,1,1,0,35,4
1855,1,1,0,36,2
1856,1,1,0,37,15
1857,1,1,0,38,1
1858,1,1,0,39,5
1859,1,1,0,40,3
1860,1,1,0,41,9
1861,1,1,0,42,0
1862,1,1,0,43,4
1863,1,1,0,44,0
1864,1,1,0,45,2
1865,1,1,0,46,2
1866,1,1,0,48,330
1867,1,1,0,49,303
1868,1,1,0,50,46
1869,1,1,0,51,48
1870,1,1,0,52,48
1871,1,1,0,53,19
1872,1,1,0,54,0
1873,1,1,0,55,10
1874,1,1,0,56,4
1875,1,1,0,57,1
1876,1,1,0,58,0
1877,1,1,0,59,0
1878,1,1,0,60,0
1879,1,1,0,61,0
1880,1,1,0,62,0
1881,1,1,0,63,0
1882,1,1,1,0,10
1883,1,1,1,1,1
1884,1,1,1,2,1
1885,1,1,1,3,0
1886,1,1,1,4,0
1887,1,1,1,5,0
1888,1,1,1,6,2
1889,1,1,1,7,2
1890,1,1,1,8,0
1891,1,1,1,9,0
1892,1,1,1,10,0
1893,1,1,1,11,0
1894,1,1,1,12,0
1895,1,1,1,13,42
1896,1,1,1,14,39
1897,1,1,1,15,0
1898,1,1,1,16,0
1899,1,1,1,17,0
1900,1,1,1,18,0
1901,1,1,1,19,0
1902,1,1,1,20,0
1903,1,1,1,21,0
1904,1,1,1,23,20
1905,1,1,1,24,0
1906,1,1,1,25,0
1907,1,1,1,26,7
1908,1,1,1,27,2
1909,1,1,1,28,0
1910,1,1,1,29,2
1911,1,1,1,30,30
1912,1,1,1,31,15
1913,1,1,1,32,1
1914,1,1,1,33,0
1915,1,1,1,34,0
1916,1,1,1,35,5
1917,1,1,1,36,0
1918,1,1,1,37,9
1919,1,1,1,38,0
1920,1,1,1,39,4
1921,1,1,1,40,1
1922,1,1,1,41,7
1923,1,1,1,42,0
1924,1,1,1,43,3
1925,1,1,1,44,6
1926,1,1,1,45,0
1927,1,1,1,46,0
1928,1,1,1,48,0
1929,1,1,1,49,14
1930,1,1,1,50,15
1931,1,1,1,51,83
1932,1,1,1,52,50
1933,1,1,1,53,28
1934,1,1,1,54,0
1935,1,1,1,55,3
1936,1,1,1,56,7
1937,1,1,1,57,2
1938,1,1,1,58,29
1939,1,1,1,59,3
1940,1,1,1,60,0
1941,1,1,1,61,0
1942,1,1,1,62,2
1943,1,1,1,63,0
1944,1,1,2,0,21
1945,1,1,2,1,0
1946,1,1,2,2,2
1947,1,1,2,3,0
1948,1,1,2,4,0
1949,1,1,2,5,0
1950,1,1,2,6,3
1951,1,1,2,7,3
1952,1,1,2,8,0
1953,1,1,2,9,0
1954,1,1,2,10,1
1955,1,1,2,11,7
1956,1,1,2,12,0
1957,1,1,2,13,81
1958,1,1,2,14,77
1959,1,1,2,15,1
1960,1,1,2,16,0
1961,1,1,2,17,3
1962,1,1,2,18,4
1963,1,1,2,19,0
1964,1,1,2,20,1
1965,1,1,2,21,4
1966,1,1,2,23,12
1967,1,1,2,24,5
1968,1,1,2,25,1
1969,1,1,2,26,13
1970,1,1,2,27,7
1971,1,1,2,28,1
1972,1,1,2,29,3
1973,1,1,2,30,29
1974,1,1,2,31,26
1975,1,1,2,32,0
1976,1,1,2,33,4
1977,1,1,2,34,5
1978,1,1,2,35,7
1979,1,1,2,36,0
1980,1,1,2,37,17
1981,1,1,2,38,0
1982,1,1,2,39,4
1983,1,1,2,40,4
1984,1,1,2,41,14
1985,1,1,2,42,1
1986,1,1,2,43,4
1987,1,1,2,44,11
1988,1,1,2,45,4
1989,1,1,2,46,3
1990,1,1,2,48,0
1991,1,1,2,49,16
1992,1,1,2,50,21
1993,1,1,2,51,187
1994,1,1,2,52,106
1995,1,1,2,53,65
1996,1,1,2,54,4
1997,1,1,2,55,5
1998,1,1,2,56,5
1999,1,1,2,57,4
2000,1,1,2,58,62
2001,1,1,2,59,18
2002,1,1,2,60,3
2003,1,1,2,61,17
2004,1,1,2,62,23
2005,1,1,2,63,2
2006,1,1,3,0,32
2007,1,1,3,1,1
2008,1,1,3,2,5
2009,1,1,3,3,0
2010,1,1,3,4,0
2011,1,1,3,5,0
2012,1,1,3,6,0
2013,1,1,3,7,3
2014,1,1,3,8,0
2015,1,1,3,9,0
2016,1,1,3,10,1
2017,1,1,3,11,13
2018,1,1,3,12,0
2019,1,1,3,13,257
2020,1,1,3,14,248
2021,1,1,3,15,2
2022,1,1,3,16,0
2023,1,1,3,17,22
2024,1,1,3,18,18
2025,1,1,3,19,0
2026,1,1,3,20,2
2027,1,1,3,21,4
2028,1,1,3,23,24
2029,1,1,3,24,4
2030,1,1,3,25,1
2031,1,1,3,26,20
2032,1,1,3,27,12
2033,1,1,3,28,0
2034,1,1,3,29,4
2035,1,1,3,30,24
2036,1,1,3,31,69
2037,1,1,3,32,0
2038,1,1,3,33,3
2039,1,1,3,34,13
2040,1,1,3,35,27
2041,1,1,3,36,5
2042,1,1,3,37,24
2043,1,1,3,38,0
2044,1,1,3,39,6
2045,1,1,3,40,5
2046,1,1,3,41,33
2047,1,1,3,42,0
2048,1,1,3,43,16
2049,1,1,3,44,14
2050,1,1,3,45,9
2051,1,1,3,46,8
2052,1,1,3,48,0
2053,1,1,3,49,11
2054,1,1,3,50,29
2055,1,1,3,51,181
2056,1,1,3,52,92
2057,1,1,3,53,48
2058,1,1,3,54,4
2059,1,1,3,55,4
2060,1,1,3,56,6
2061,1,1,3,57,9
2062,1,1,3,58,63
2063,1,1,3,59,24
2064,1,1,3,60,47
2065,1,1,3,61,61
2066,1,1,3,62,28
2067,1,1,3,63,1
2068,1,1,4,0,50
2069,1,1,4,1,1
2070,1,1,4,2,2
2071,1,1,4,3,0
2072,1,1,4,4,0
2073,1,1,4,5,0
2074,1,1,4,6,2
2075,1,1,4,7,7
2076,1,1,4,8,0
2077,1,1,4,9,0
2078,1,1,4,10,2
2079,1,1,4,11,28
2080,1,1,4,12,0
2081,1,1,4,13,721
2082,1,1,4,14,692
2083,1,1,4,15,4
2084,1,1,4,16,2
2085,1,1,4,17,61
2086,1,1,4,18,80
2087,1,1,4,19,9
2088,1,1,4,20,27
2089,1,1,4,21,29
2090,1,1,4,23,55
2091,1,1,4,24,10
2092,1,1,4,25,3
2093,1,1,4,26,60
2094,1,1,4,27,47
2095,1,1,4,28,1
2096,1,1,4,29,6
2097,1,1,4,30,65
2098,1,1,4,31,248
2099,1,1,4,32,2
2100,1,1,4,33,17
2101,1,1,4,34,60
2102,1,1,4,35,107
2103,1,1,4,36,5
2104,1,1,4,37,48
2105,1,1,4,38,0
2106,1,1,4,39,17
2107,1,1,4,40,8
2108,1,1,4,41,146
2109,1,1,4,42,3
2110,1,1,4,43,101
2111,1,1,4,44,27
2112,1,1,4,45,27
2113,1,1,4,46,21
2114,1,1,4,48,1
2115,1,1,4,49,18
2116,1,1,4,50,52
2117,1,1,4,51,151
2118,1,1,4,52,84
2119,1,1,4,53,36
2120,1,1,4,54,3
2121,1,1,4,55,4
2122,1,1,4,56,9
2123,1,1,4,57,11
2124,1,1,4,58,56
2125,1,1,4,59,10
2126,1,1,4,60,147
2127,1,1,4,61,75
2128,1,1,4,62,5
2129,1,1,4,63,0
2130,1,1,5,0,110
2131,1,1,5,1,12
2132,1,1,5,2,8
2133,1,1,5,3,0
2134,1,1,5,4,0
2135,1,1,5,5,0
2136,1,1,5,6,4
2137,1,1,5,7,27
2138,1,1,5,8,0
2139,1,1,5,9,0
2140,1,1,5,10,3
2141,1,1,5,11,22
2142,1,1,5,12,0
2143,1,1,5,13,1823
2144,1,1,5,14,1781
2145,1,1,5,15,12
2146,1,1,5,16,12
2147,1,1,5,17,119
2148,1,1,5,18,170
2149,1,1,5,19,53
2150,1,1,5,20,96
2151,1,1,5,21,164
2152,1,1,5,23,118
2153,1,1,5,24,16
2154,1,1,5,25,9
2155,1,1,5,26,161
2156,1,1,5,27,135
2157,1,1,5,28,4
2158,1,1,5,29,16
2159,1,1,5,30,82
2160,1,1,5,31,603
2161,1,1,5,32,13
2162,1,1,5,33,73
2163,1,1,5,34,205
2164,1,1,5,35,187
2165,1,1,5,36,22
2166,1,1,5,37,161
2167,1,1,5,38,1
2168,1,1,5,39,35
2169,1,1,5,40,49
2170,1,1,5,41,296
2171,1,1,5,42,3
2172,1,1,5,43,210
2173,1,1,5,44,48
2174,1,1,5,45,75
2175,1,1,5,46,49
2176,1,1,5,48,1
2177,1,1,5,49,21
2178,1,1,5,50,69
2179,1,1,5,51,189
2180,1,1,5,52,114
2181,1,1,5,53,40
2182,1,1,5,54,5
2183,1,1,5,55,8
2184,1,1,5,56,12
2185,1,1,5,57,9
2186,1,1,5,58,58
2187,1,1,5,59,6
2188,1,1,5,60,318
2189,1,1,5,61,119
2190,1,1,5,62,0
2191,1,1,5,63,0
2192,1,1,6,0,118
2193,1,1,6,1,15
2194,1,1,6,2,10
2195,1,1,6,3,0
2196,1,1,6,4,0
2197,1,1,6,5,0
2198,1,1,6,6,0
