,Pais,Sexo,Edad,Causa de Muerte,Cantidad
2199,1,1,6,7,37
2200,1,1,6,8,0
2201,1,1,6,9,0
2202,1,1,6,10,6
2203,1,1,6,11,6
2204,1,1,6,12,0
2205,1,1,6,13,2747
2206,1,1,6,14,2645
2207,1,1,6,15,15
2208,1,1,6,16,29
2209,1,1,6,17,193
2210,1,1,6,18,253
2211,1,1,6,19,123
2212,1,1,6,20,192
2213,1,1,6,21,361
2214,1,1,6,23,168
2215,1,1,6,24,28
2216,1,1,6,25,14
2217,1,1,6,26,406
2218,1,1,6,27,340
2219,1,1,6,28,10
2220,1,1,6,29,24
2221,1,1,6,30,174
2222,1,1,6,31,1327
2223,1,1,6,32,7
2224,1,1,6,33,206
2225,1,1,6,34,438
2226,1,1,6,35,413
2227,1,1,6,36,41
2228,1,1,6,37,441
2229,1,1,6,38,2
2230,1,1,6,39,76
2231,1,1,6,40,160
2232,1,1,6,41,551
2233,1,1,6,42,7
2234,1,1,6,43,334
2235,1,1,6,44,84
2236,1,1,6,45,195
2237,1,1,6,46,135
2238,1,1,6,48,0
2239,1,1,6,49,13
2240,1,1,6,50,86
2241,1,1,6,51,168
2242,1,1,6,52,126
2243,1,1,6,53,56
2244,1,1,6,54,15
2245,1,1,6,55,2
2246,1,1,6,56,12
2247,1,1,6,57,7
2248,1,1,6,58,24
2249,1,1,6,59,7
2250,1,1,6,60,327
2251,1,1,6,61,114
2252,1,1,6,62,0
2253,1,1,6,63,0
2254,1,1,7,0,208
2255,1,1,7,1,44
2256,1,1,7,2,16
2257,1,1,7,3,0
2258,1,1,7,4,0
2259,1,1,7,5,0
2260,1,1,7,6,4
2261,1,1,7,7,75
2262,1,1,7,8,0
2263,1,1,7,9,0
2264,1,1,7,10,7
2265,1,1,7,11,3
2266,1,1,7,12,0
2267,1,1,7,13,3484
2268,1,1,7,14,3339
2269,1,1,7,15,21
2270,1,1,7,16,65
2271,1,1,7,17,311
2272,1,1,7,18,320
2273,1,1,7,19,236
2274,1,1,7,20,237
2275,1,1,7,21,422
2276,1,1,7,23,281
2277,1,1,7,24,54
2278,1,1,7,25,36
2279,1,1,7,26,692
2280,1,1,7,27,594
2281,1,1,7,28,28
2282,1,1,7,29,112
2283,1,1,7,30,378
2284,1,1,7,31,2795
2285,1,1,7,32,14
2286,1,1,7,33,555
2287,1,1,7,34,747
2288,1,1,7,35,909
2289,1,1,7,36,81
2290,1,1,7,37,1064
2291,1,1,7,38,4
2292,1,1,7,39,229
2293,1,1,7,40,391
2294,1,1,7,41,769
2295,1,1,7,42,17
2296,1,1,7,43,355
2297,1,1,7,44,108
2298,1,1,7,45,419
2299,1,1,7,46,266
2300,1,1,7,48,0
2301,1,1,7,49,3
2302,1,1,7,50,136
2303,1,1,7,51,200
2304,1,1,7,52,174
2305,1,1,7,53,43
2306,1,1,7,54,52
2307,1,1,7,55,3
2308,1,1,7,56,20
2309,1,1,7,57,3
2310,1,1,7,58,11
2311,1,1,7,59,4
2312,1,1,7,60,323
2313,1,1,7,61,108
2314,1,1,7,62,0
2315,1,1,7,63,0
2316,1,1,8,0,283
2317,1,1,8,1,86
2318,1,1,8,2,12
2319,1,1,8,3,0
2320,1,1,8,4,0
2321,1,1,8,5,0
2322,1,1,8,6,1
2323,1,1,8,7,114
2324,1,1,8,8,0
2325,1,1,8,9,0
2326,1,1,8,10,4
2327,1,1,8,11,1
2328,1,1,8,12,0
2329,1,1,8,13,3087
2330,1,1,8,14,2897
2331,1,1,8,15,33
2332,1,1,8,16,93
2333,1,1,8,17,312
2334,1,1,8,18,388
2335,1,1,8,19,127
2336,1,1,8,20,215
2337,1,1,8,21,328
2338,1,1,8,23,200
2339,1,1,8,24,106
2340,1,1,8,25,89
2341,1,1,8,26,1106
2342,1,1,8,27,875
2343,1,1,8,28,76
2344,1,1,8,29,420
2345,1,1,8,30,868
2346,1,1,8,31,5324
2347,1,1,8,32,13
2348,1,1,8,33,1474
2349,1,1,8,34,1165
2350,1,1,8,35,1624
2351,1,1,8,36,128
2352,1,1,8,37,2067
2353,1,1,8,38,11
2354,1,1,8,39,647
2355,1,1,8,40,746
2356,1,1,8,41,909
2357,1,1,8,42,28
2358,1,1,8,43,192
2359,1,1,8,44,105
2360,1,1,8,45,852
2361,1,1,8,46,506
2362,1,1,8,48,0
2363,1,1,8,49,6
2364,1,1,8,50,362
2365,1,1,8,51,324
2366,1,1,8,52,301
2367,1,1,8,53,25
2368,1,1,8,54,174
2369,1,1,8,55,4
2370,1,1,8,56,15
2371,1,1,8,57,7
2372,1,1,8,58,5
2373,1,1,8,59,3
2374,1,1,8,60,233
2375,1,1,8,61,90
2376,1,1,8,62,0
2377,1,1,8,63,0
2378,1,1,9,0,169
2379,1,1,9,1,56
2380,1,1,9,2,2
2381,1,1,9,3,0
2382,1,1,9,4,0
2383,1,1,9,5,0
2384,1,1,9,6,1
2385,1,1,9,7,73
2386,1,1,9,8,0
2387,1,1,9,9,0
2388,1,1,9,10,1
2389,1,1,9,11,0
2390,1,1,9,12,0
2391,1,1,9,13,876
2392,1,1,9,14,810
2393,1,1,9,15,10
2394,1,1,9,16,24
2395,1,1,9,17,86
2396,1,1,9,18,123
2397,1,1,9,19,31
2398,1,1,9,20,45
2399,1,1,9,21,67
2400,1,1,9,23,49
2401,1,1,9,24,79
2402,1,1,9,25,71
2403,1,1,9,26,632
2404,1,1,9,27,452
2405,1,1,9,28,73
2406,1,1,9,29,538
2407,1,1,9,30,522
2408,1,1,9,31,3734
2409,1,1,9,32,7
2410,1,1,9,33,1370
2411,1,1,9,34,694
2412,1,1,9,35,946
2413,1,1,9,36,63
2414,1,1,9,37,1660
2415,1,1,9,38,13
2416,1,1,9,39,715
2417,1,1,9,40,522
2418,1,1,9,41,393
2419,1,1,9,42,14
2420,1,1,9,43,38
2421,1,1,9,44,64
2422,1,1,9,45,445
2423,1,1,9,46,265
2424,1,1,9,48,0
2425,1,1,9,49,2
2426,1,1,9,50,520
2427,1,1,9,51,298
2428,1,1,9,52,282
2429,1,1,9,53,3
2430,1,1,9,54,206
2431,1,1,9,55,1
2432,1,1,9,56,9
2433,1,1,9,57,2
2434,1,1,9,58,1
2435,1,1,9,59,1
2436,1,1,9,60,106
2437,1,1,9,61,17
2438,1,1,9,62,0
2439,1,1,9,63,0
2440,2,0,0,0,1176
2441,2,0,0,1,356
2442,2,0,0,2,14
2443,2,0,0,3,1
2444,2,0,0,4,1
2445,2,0,0,5,8
2446,2,0,0,6,40
2447,2,0,0,7,428
2448,2,0,0,8,0
2449,2,0,0,9,0
2450,2,0,0,10,6
2451,2,0,0,11,24
2452,2,0,0,12,4
2453,2,0,0,13,685
2454,2,0,0,14,662
2455,2,0,0,15,5
2456,2,0,0,16,0
2457,2,0,0,17,0
2458,2,0,0,18,1
2459,2,0,0,19,13
2460,2,0,0,20,0
2461,2,0,0,21,3
2462,2,0,0,22,0
2463,2,0,0,23,266
2464,2,0,0,24,243
2465,2,0,0,25,127
2466,2,0,0,26,364
2467,2,0,0,27,25
2468,2,0,0,28,142
2469,2,0,0,29,4
2470,2,0,0,30,789
2471,2,0,0,31,354
2472,2,0,0,32,6
2473,2,0,0,33,5
2474,2,0,0,34,9
2475,2,0,0,35,72
2476,2,0,0,36,4
2477,2,0,0,37,1404
2478,2,0,0,38,19
2479,2,0,0,39,823
2480,2,0,0,40,50
2481,2,0,0,41,295
2482,2,0,0,42,10
2483,2,0,0,43,57
2484,2,0,0,44,22
2485,2,0,0,45,145
2486,2,0,0,46,92
2487,2,0,0,47,0
2488,2,0,0,48,11873
2489,2,0,0,49,4787
2490,2,0,0,50,782
2491,2,0,0,51,1996
2492,2,0,0,52,1657
2493,2,0,0,53,428
2494,2,0,0,54,90
2495,2,0,0,55,445
2496,2,0,0,56,39
2497,2,0,0,57,8
2498,2,0,0,58,6
2499,2,0,0,59,168
2500,2,0,1,0,326
2501,2,0,1,1,20
2502,2,0,1,2,27
2503,2,0,1,3,0
2504,2,0,1,4,0
2505,2,0,1,5,0
2506,2,0,1,6,12
2507,2,0,1,7,103
2508,2,0,1,8,0
2509,2,0,1,9,0
2510,2,0,1,10,1
2511,2,0,1,11,64
2512,2,0,1,12,2
2513,2,0,1,13,821
2514,2,0,1,14,798
2515,2,0,1,15,15
2516,2,0,1,16,0
2517,2,0,1,17,1
2518,2,0,1,18,12
2519,2,0,1,19,11
2520,2,0,1,20,1
2521,2,0,1,21,16
2522,2,0,1,22,3
2523,2,0,1,23,334
2524,2,0,1,24,137
2525,2,0,1,25,93
2526,2,0,1,26,131
2527,2,0,1,27,39
2528,2,0,1,28,34
2529,2,0,1,29,51
2530,2,0,1,30,736
2531,2,0,1,31,528
2532,2,0,1,32,23
2533,2,0,1,33,9
2534,2,0,1,34,82
2535,2,0,1,35,143
2536,2,0,1,36,24
2537,2,0,1,37,497
2538,2,0,1,38,6
2539,2,0,1,39,241
2540,2,0,1,40,46
2541,2,0,1,41,164
2542,2,0,1,42,8
2543,2,0,1,43,41
2544,2,0,1,44,43
2545,2,0,1,45,78
2546,2,0,1,46,61
2547,2,0,1,47,0
2548,2,0,1,48,7
2549,2,0,1,49,185
2550,2,0,1,50,701
2551,2,0,1,51,16148
2552,2,0,1,52,3851
2553,2,0,1,53,2449
2554,2,0,1,54,110
2555,2,0,1,55,753
2556,2,0,1,56,20
2557,2,0,1,57,93
2558,2,0,1,58,700
2559,2,0,1,59,10429
2560,2,0,2,0,1788
2561,2,0,2,1,34
2562,2,0,2,2,236
2563,2,0,2,3,3
2564,2,0,2,4,1
2565,2,0,2,5,0
2566,2,0,2,6,21
2567,2,0,2,7,186
2568,2,0,2,8,0
2569,2,0,2,9,1
2570,2,0,2,10,21
2571,2,0,2,11,1068
2572,2,0,2,12,5
2573,2,0,2,13,1384
2574,2,0,2,14,1345
2575,2,0,2,15,33
2576,2,0,2,16,10
2577,2,0,2,17,46
2578,2,0,2,18,62
2579,2,0,2,19,39
2580,2,0,2,20,13
2581,2,0,2,21,46
2582,2,0,2,22,11
2583,2,0,2,23,370
2584,2,0,2,24,183
2585,2,0,2,25,126
2586,2,0,2,26,393
2587,2,0,2,27,234
2588,2,0,2,28,39
2589,2,0,2,29,274
2590,2,0,2,30,689
2591,2,0,2,31,1621
2592,2,0,2,32,49
2593,2,0,2,33,120
2594,2,0,2,34,477
2595,2,0,2,35,300
2596,2,0,2,36,68
2597,2,0,2,37,923
2598,2,0,2,38,4
2599,2,0,2,39,486
2600,2,0,2,40,78
2601,2,0,2,41,656
2602,2,0,2,42,48
2603,2,0,2,43,296
2604,2,0,2,44,54
2605,2,0,2,45,212
2606,2,0,2,46,135
2607,2,0,2,47,1
2608,2,0,2,48,11
2609,2,0,2,49,146
2610,2,0,2,50,1654
2611,2,0,2,51,35839
2612,2,0,2,52,9366
2613,2,0,2,53,7117
2614,2,0,2,54,290
2615,2,0,2,55,836
2616,2,0,2,56,46
2617,2,0,2,57,190
2618,2,0,2,58,1953
2619,2,0,2,59,22384
2620,2,0,3,0,3147
2621,2,0,3,1,46
2622,2,0,3,2,392
2623,2,0,3,3,5
2624,2,0,3,4,0
2625,2,0,3,5,0
2626,2,0,3,6,11
2627,2,0,3,7,306
2628,2,0,3,8,0
2629,2,0,3,9,1
2630,2,0,3,10,56
2631,2,0,3,11,1974
2632,2,0,3,12,2
2633,2,0,3,13,2677
2634,2,0,3,14,2609
2635,2,0,3,15,99
2636,2,0,3,16,77
2637,2,0,3,17,190
2638,2,0,3,18,246
2639,2,0,3,19,113
2640,2,0,3,20,68
2641,2,0,3,21,140
2642,2,0,3,22,12
2643,2,0,3,23,489
2644,2,0,3,24,212
2645,2,0,3,25,128
2646,2,0,3,26,857
2647,2,0,3,27,527
2648,2,0,3,28,69
2649,2,0,3,29,949
2650,2,0,3,30,800
2651,2,0,3,31,4199
2652,2,0,3,32,62
2653,2,0,3,33,378
2654,2,0,3,34,1472
2655,2,0,3,35,837
2656,2,0,3,36,161
2657,2,0,3,37,1733
2658,2,0,3,38,10
2659,2,0,3,39,962
2660,2,0,3,40,163
2661,2,0,3,41,2353
2662,2,0,3,42,94
2663,2,0,3,43,1425
2664,2,0,3,44,98
2665,2,0,3,45,446
2666,2,0,3,46,337
2667,2,0,3,47,1
2668,2,0,3,48,1
2669,2,0,3,49,111
2670,2,0,3,50,2606
2671,2,0,3,51,25544
2672,2,0,3,52,8767
2673,2,0,3,53,6254
2674,2,0,3,54,561
2675,2,0,3,55,720
2676,2,0,3,56,85
2677,2,0,3,57,182
2678,2,0,3,58,2094
2679,2,0,3,59,13170
2680,2,0,4,0,4111
2681,2,0,4,1,89
2682,2,0,4,2,578
2683,2,0,4,3,8
2684,2,0,4,4,0
2685,2,0,4,5,0
2686,2,0,4,6,8
2687,2,0,4,7,509
2688,2,0,4,8,0
2689,2,0,4,9,0
2690,2,0,4,10,205
2691,2,0,4,11,2095
2692,2,0,4,12,3
2693,2,0,4,13,7030
2694,2,0,4,14,6908
2695,2,0,4,15,692
2696,2,0,4,16,592
2697,2,0,4,17,600
2698,2,0,4,18,686
2699,2,0,4,19,340
2700,2,0,4,20,319
2701,2,0,4,21,544
2702,2,0,4,22,75
2703,2,0,4,23,625
2704,2,0,4,24,237
2705,2,0,4,25,124
2706,2,0,4,26,2063
2707,2,0,4,27,1465
2708,2,0,4,28,127
2709,2,0,4,29,1788
2710,2,0,4,30,971
2711,2,0,4,31,11190
2712,2,0,4,32,76
2713,2,0,4,33,1118
2714,2,0,4,34,4755
2715,2,0,4,35,2475
2716,2,0,4,36,395
2717,2,0,4,37,2978
2718,2,0,4,38,21
2719,2,0,4,39,1717
2720,2,0,4,40,405
2721,2,0,4,41,5483
2722,2,0,4,42,178
2723,2,0,4,43,3804
2724,2,0,4,44,166
2725,2,0,4,45,837
2726,2,0,4,46,593
2727,2,0,4,47,6
2728,2,0,4,48,0
2729,2,0,4,49,114
2730,2,0,4,50,3988
2731,2,0,4,51,17042
2732,2,0,4,52,7702
2733,2,0,4,53,5008
2734,2,0,4,54,895
2735,2,0,4,55,635
2736,2,0,4,56,104
2737,2,0,4,57,124
2738,2,0,4,58,1791
2739,2,0,4,59,6309
2740,2,0,5,0,5061
2741,2,0,5,1,155
2742,2,0,5,2,810
2743,2,0,5,3,22
2744,2,0,5,4,0
2745,2,0,5,5,0
2746,2,0,5,6,8
2747,2,0,5,7,992
2748,2,0,5,8,0
2749,2,0,5,9,0
2750,2,0,5,10,463
2751,2,0,5,11,1583
2752,2,0,5,12,1
2753,2,0,5,13,19225
2754,2,0,5,14,18962
2755,2,0,5,15,1929
2756,2,0,5,16,1784
2757,2,0,5,17,1599
2758,2,0,5,18,1584
2759,2,0,5,19,1133
2760,2,0,5,20,995
2761,2,0,5,21,2510
2762,2,0,5,22,645
2763,2,0,5,23,1101
2764,2,0,5,24,349
2765,2,0,5,25,219
2766,2,0,5,26,5026
2767,2,0,5,27,4078
2768,2,0,5,28,227
2769,2,0,5,29,2186
2770,2,0,5,30,1289
2771,2,0,5,31,26215
2772,2,0,5,32,126
2773,2,0,5,33,2970
2774,2,0,5,34,11663
2775,2,0,5,35,5834
2776,2,0,5,36,945
2777,2,0,5,37,6434
2778,2,0,5,38,25
2779,2,0,5,39,3235
2780,2,0,5,40,1726
2781,2,0,5,41,8741
2782,2,0,5,42,357
2783,2,0,5,43,5847
2784,2,0,5,44,256
2785,2,0,5,45,1741
2786,2,0,5,46,1199
2787,2,0,5,47,22
2788,2,0,5,48,1
2789,2,0,5,49,129
2790,2,0,5,50,6076
2791,2,0,5,51,12643
2792,2,0,5,52,6683
2793,2,0,5,53,3912
2794,2,0,5,54,1232
2795,2,0,5,55,492
2796,2,0,5,56,116
2797,2,0,5,57,85
2798,2,0,5,58,1476
2799,2,0,5,59,3261
2800,2,0,6,0,5198
2801,2,0,6,1,268
2802,2,0,6,2,661
2803,2,0,6,3,8
2804,2,0,6,4,2
2805,2,0,6,5,0
2806,2,0,6,6,6
2807,2,0,6,7,1697
2808,2,0,6,8,0
2809,2,0,6,9,0
2810,2,0,6,10,480
2811,2,0,6,11,658
2812,2,0,6,12,5
2813,2,0,6,13,31030
2814,2,0,6,14,30600
2815,2,0,6,15,2053
2816,2,0,6,16,2080
2817,2,0,6,17,2587
2818,2,0,6,18,2482
2819,2,0,6,19,1850
2820,2,0,6,20,1652
2821,2,0,6,21,5088
2822,2,0,6,22,2754
2823,2,0,6,23,1829
2824,2,0,6,24,526
2825,2,0,6,25,341
2826,2,0,6,26,8767
2827,2,0,6,27,7522
2828,2,0,6,28,314
2829,2,0,6,29,1555
2830,2,0,6,30,1784
2831,2,0,6,31,42533
2832,2,0,6,32,151
2833,2,0,6,33,5086
2834,2,0,6,34,17384
2835,2,0,6,35,10793
2836,2,0,6,36,1832
2837,2,0,6,37,12720
2838,2,0,6,38,26
2839,2,0,6,39,5428
2840,2,0,6,40,4954
2841,2,0,6,41,8879
2842,2,0,6,42,549
2843,2,0,6,43,4804
2844,2,0,6,44,449
2845,2,0,6,45,3344
2846,2,0,6,46,2152
2847,2,0,6,47,107
2848,2,0,6,48,2
2849,2,0,6,49,115
2850,2,0,6,50,7282
2851,2,0,6,51,8439
2852,2,0,6,52,5048
2853,2,0,6,53,2542
2854,2,0,6,54,1402
2855,2,0,6,55,282
2856,2,0,6,56,58
2857,2,0,6,57,52
2858,2,0,6,58,996
2859,2,0,6,59,1407
2860,2,0,7,0,4866
2861,2,0,7,1,398
2862,2,0,7,2,431
2863,2,0,7,3,12
2864,2,0,7,4,0
2865,2,0,7,5,0
2866,2,0,7,6,0
2867,2,0,7,7,2210
2868,2,0,7,8,0
2869,2,0,7,9,0
2870,2,0,7,10,212
2871,2,0,7,11,230
2872,2,0,7,12,2
2873,2,0,7,13,30184
2874,2,0,7,14,29657
2875,2,0,7,15,1101
2876,2,0,7,16,1382
2877,2,0,7,17,2485
2878,2,0,7,18,2428
2879,2,0,7,19,1525
2880,2,0,7,20,1403
2881,2,0,7,21,4896
2882,2,0,7,22,5213
2883,2,0,7,23,1825
2884,2,0,7,24,597
2885,2,0,7,25,401
2886,2,0,7,26,9690
2887,2,0,7,27,8212
2888,2,0,7,28,599
2889,2,0,7,29,963
2890,2,0,7,30,3444
2891,2,0,7,31,48198
2892,2,0,7,32,137
2893,2,0,7,33,6189
2894,2,0,7,34,16672
2895,2,0,7,35,14254
2896,2,0,7,36,2112
2897,2,0,7,37,19746
2898,2,0,7,38,47
2899,2,0,7,39,8503
2900,2,0,7,40,8201
2901,2,0,7,41,7498
2902,2,0,7,42,543
2903,2,0,7,43,2602
2904,2,0,7,44,456
2905,2,0,7,45,4719
2906,2,0,7,46,2619
2907,2,0,7,47,269
2908,2,0,7,48,1
2909,2,0,7,49,54
2910,2,0,7,50,7513
2911,2,0,7,51,5651
2912,2,0,7,52,3725
2913,2,0,7,53,1395
2914,2,0,7,54,1551
2915,2,0,7,55,129
2916,2,0,7,56,70
2917,2,0,7,57,18
2918,2,0,7,58,545
2919,2,0,7,59,585
2920,2,0,8,0,3759
2921,2,0,8,1,450
2922,2,0,8,2,211
2923,2,0,8,3,3
2924,2,0,8,4,1
2925,2,0,8,5,0
2926,2,0,8,6,2
2927,2,0,8,7,2005
2928,2,0,8,8,0
2929,2,0,8,9,0
2930,2,0,8,10,62
2931,2,0,8,11,52
2932,2,0,8,12,2
2933,2,0,8,13,19245
2934,2,0,8,14,18809
2935,2,0,8,15,436
2936,2,0,8,16,607
2937,2,0,8,17,1419
2938,2,0,8,18,1455
2939,2,0,8,19,759
2940,2,0,8,20,759
2941,2,0,8,21,2542
2942,2,0,8,22,5115
2943,2,0,8,23,1149
2944,2,0,8,24,516
2945,2,0,8,25,394
2946,2,0,8,26,7188
2947,2,0,8,27,5504
2948,2,0,8,28,832
2949,2,0,8,29,752
2950,2,0,8,30,5017
2951,2,0,8,31,39658
2952,2,0,8,32,82
2953,2,0,8,33,6098
2954,2,0,8,34,11322
2955,2,0,8,35,12489
2956,2,0,8,36,1479
2957,2,0,8,37,22240
2958,2,0,8,38,48
2959,2,0,8,39,11138
2960,2,0,8,40,8068
2961,2,0,8,41,5108
2962,2,0,8,42,412
2963,2,0,8,43,992
2964,2,0,8,44,438
2965,2,0,8,45,5345
2966,2,0,8,46,2535
2967,2,0,8,47,313
2968,2,0,8,48,1
2969,2,0,8,49,41
2970,2,0,8,50,6633
2971,2,0,8,51,3986
2972,2,0,8,52,2987
2973,2,0,8,53,546
2974,2,0,8,54,1837
2975,2,0,8,55,35
2976,2,0,8,56,36
2977,2,0,8,57,8
2978,2,0,8,58,222
2979,2,0,8,59,149
2980,2,0,9,0,1275
2981,2,0,9,1,214
2982,2,0,9,2,43
2983,2,0,9,3,0
2984,2,0,9,4,0
2985,2,0,9,5,0
2986,2,0,9,6,2
2987,2,0,9,7,730
2988,2,0,9,8,0
2989,2,0,9,9,0
2990,2,0,9,10,11
2991,2,0,9,11,6
2992,2,0,9,12,0
2993,2,0,9,13,4324
2994,2,0,9,14,4198
2995,2,0,9,15,87
2996,2,0,9,16,113
2997,2,0,9,17,278
2998,2,0,9,18,251
2999,2,0,9,19,122
3000,2,0,9,20,106
3001,2,0,9,21,348
3002,2,0,9,22,1563
3003,2,0,9,23,206
3004,2,0,9,24,203
3005,2,0,9,25,168
3006,2,0,9,26,2424
3007,2,0,9,27,1504
3008,2,0,9,28,535
3009,2,0,9,29,396
3010,2,0,9,30,1938
3011,2,0,9,31,13250
3012,2,0,9,32,29
3013,2,0,9,33,2741
3014,2,0,9,34,3301
3015,2,0,9,35,3689
3016,2,0,9,36,432
3017,2,0,9,37,9968
3018,2,0,9,38,41
3019,2,0,9,39,5899
3020,2,0,9,40,2597
3021,2,0,9,41,1351
3022,2,0,9,42,97
3023,2,0,9,43,168
3024,2,0,9,44,190
3025,2,0,9,45,2385
3026,2,0,9,46,1027
3027,2,0,9,47,163
3028,2,0,9,48,0
3029,2,0,9,49,11
3030,2,0,9,50,3830
3031,2,0,9,51,1345
3032,2,0,9,52,1088
3033,2,0,9,53,71
3034,2,0,9,54,811
3035,2,0,9,55,3
3036,2,0,9,56,9
3037,2,0,9,57,2
3038,2,0,9,58,25
3039,2,0,9,59,34
3040,2,1,0,0,968
3041,2,1,0,1,283
3042,2,1,0,2,10
3043,2,1,0,3,0
3044,2,1,0,4,2
3045,2,1,0,5,9
3046,2,1,0,6,42
3047,2,1,0,7,324
3048,2,1,0,8,0
3049,2,1,0,9,0
3050,2,1,0,10,6
3051,2,1,0,11,25
3052,2,1,0,12,3
3053,2,1,0,13,547
3054,2,1,0,14,521
3055,2,1,0,15,1
3056,2,1,0,16,1
3057,2,1,0,17,2
3058,2,1,0,18,0
3059,2,1,0,19,13
3060,2,1,0,20,0
3061,2,1,0,21,3
3062,2,1,0,23,184
3063,2,1,0,24,211
3064,2,1,0,25,109
3065,2,1,0,26,293
3066,2,1,0,27,27
3067,2,1,0,28,116
3068,2,1,0,29,5
3069,2,1,0,30,636
3070,2,1,0,31,349
3071,2,1,0,32,5
3072,2,1,0,33,8
3073,2,1,0,34,7
3074,2,1,0,35,69
3075,2,1,0,36,6
3076,2,1,0,37,1217
3077,2,1,0,38,13
3078,2,1,0,39,790
3079,2,1,0,40,43
3080,2,1,0,41,208
3081,2,1,0,42,1
3082,2,1,0,43,37
3083,2,1,0,44,22
3084,2,1,0,45,122
3085,2,1,0,46,80
3086,2,1,0,48,9457
3087,2,1,0,49,4313
3088,2,1,0,50,629
3089,2,1,0,51,1200
3090,2,1,0,52,982
3091,2,1,0,53,285
3092,2,1,0,54,50
3093,2,1,0,55,215
3094,2,1,0,56,26
3095,2,1,0,57,8
3096,2,1,0,58,2
3097,2,1,0,59,127
3098,2,1,0,60,0
3099,2,1,0,61,0
3100,2,1,0,62,0
3101,2,1,0,63,0
3102,2,1,1,0,257
3103,2,1,1,1,24
3104,2,1,1,2,27
3105,2,1,1,3,0
3106,2,1,1,4,0
3107,2,1,1,5,0
3108,2,1,1,6,17
3109,2,1,1,7,68
3110,2,1,1,8,0
3111,2,1,1,9,0
3112,2,1,1,10,5
3113,2,1,1,11,53
3114,2,1,1,12,0
3115,2,1,1,13,575
3116,2,1,1,14,555
3117,2,1,1,15,2
3118,2,1,1,16,0
3119,2,1,1,17,3
3120,2,1,1,18,2
3121,2,1,1,19,11
3122,2,1,1,20,4
3123,2,1,1,21,7
3124,2,1,1,23,220
3125,2,1,1,24,112
3126,2,1,1,25,75
3127,2,1,1,26,161
3128,2,1,1,27,72
3129,2,1,1,28,28
3130,2,1,1,29,14
3131,2,1,1,30,446
3132,2,1,1,31,338
3133,2,1,1,32,19
3134,2,1,1,33,14
3135,2,1,1,34,26
3136,2,1,1,35,113
3137,2,1,1,36,8
3138,2,1,1,37,311
3139,2,1,1,38,11
3140,2,1,1,39,173
3141,2,1,1,40,30
3142,2,1,1,41,172
3143,2,1,1,42,4
3144,2,1,1,43,59
3145,2,1,1,44,106
3146,2,1,1,45,114
3147,2,1,1,46,68
3148,2,1,1,48,11
3149,2,1,1,49,141
3150,2,1,1,50,308
3151,2,1,1,51,2217
3152,2,1,1,52,983
3153,2,1,1,53,703
3154,2,1,1,54,24
3155,2,1,1,55,124
3156,2,1,1,56,17
3157,2,1,1,57,37
3158,2,1,1,58,347
3159,2,1,1,59,778
3160,2,1,1,60,0
3161,2,1,1,61,7
3162,2,1,1,62,222
3163,2,1,1,63,22
3164,2,1,2,0,733
3165,2,1,2,1,20
3166,2,1,2,2,100
3167,2,1,2,3,0
3168,2,1,2,4,0
3169,2,1,2,5,0
3170,2,1,2,6,3
3171,2,1,2,7,112
3172,2,1,2,8,0
3173,2,1,2,9,0
3174,2,1,2,10,15
3175,2,1,2,11,387
3176,2,1,2,12,0
3177,2,1,2,13,1266
3178,2,1,2,14,1225
3179,2,1,2,15,16
3180,2,1,2,16,4
3181,2,1,2,17,58
3182,2,1,2,18,50
3183,2,1,2,19,17
3184,2,1,2,20,13
3185,2,1,2,21,38
3186,2,1,2,23,284
3187,2,1,2,24,142
3188,2,1,2,25,85
3189,2,1,2,26,326
3190,2,1,2,27,200
3191,2,1,2,28,13
3192,2,1,2,29,82
3193,2,1,2,30,380
3194,2,1,2,31,887
3195,2,1,2,32,48
3196,2,1,2,33,61
3197,2,1,2,34,131
3198,2,1,2,35,262
3199,2,1,2,36,30
3200,2,1,2,37,489
3201,2,1,2,38,4
3202,2,1,2,39,251
3203,2,1,2,40,52
3204,2,1,2,41,378
3205,2,1,2,42,12
3206,2,1,2,43,126
3207,2,1,2,44,181
3208,2,1,2,45,223
3209,2,1,2,46,143
3210,2,1,2,48,2
3211,2,1,2,49,123
3212,2,1,2,50,514
3213,2,1,2,51,3415
3214,2,1,2,52,1427
3215,2,1,2,53,1200
3216,2,1,2,54,30
3217,2,1,2,55,51
3218,2,1,2,56,23
3219,2,1,2,57,40
3220,2,1,2,58,437
3221,2,1,2,59,1355
3222,2,1,2,60,126
3223,2,1,2,61,172
3224,2,1,2,62,702
3225,2,1,2,63,55
3226,2,1,3,0,1652
3227,2,1,3,1,31
3228,2,1,3,2,138
3229,2,1,3,3,0
3230,2,1,3,4,0
3231,2,1,3,5,0
3232,2,1,3,6,7
3233,2,1,3,7,199
3234,2,1,3,8,0
3235,2,1,3,9,0
3236,2,1,3,10,35
3237,2,1,3,11,1082
3238,2,1,3,12,0
3239,2,1,3,13,4430
3240,2,1,3,14,4352
3241,2,1,3,15,37
3242,2,1,3,16,23
3243,2,1,3,17,215
3244,2,1,3,18,259
3245,2,1,3,19,94
3246,2,1,3,20,60
3247,2,1,3,21,160
3248,2,1,3,23,350
3249,2,1,3,24,200
3250,2,1,3,25,111
3251,2,1,3,26,728
3252,2,1,3,27,445
3253,2,1,3,28,34
3254,2,1,3,29,193
